1;121000
2;33600
3;67200
4;89600
5;145600
6;48400
7;112000
8;33600
9;84700
10;121000
11;11200
12;169400
13;200200
14;89600
15;48400
16;78400
17;84700
18;72600
19;28600
20;89600
21;33600
22;100800
23;33600
24;133100
25;100800
26;60500
27;96800
28;121000
29;84700
30;72600
31;96800
32;11200
33;36300
34;157300
35;24200
36;33600
37;67200
38;134400
39;24200
40;133100
41;200200
42;96800
43;157300
44;96800
45;60500
46;112000
47;121000
48;96800
49;78400
50;121000
51;143000
52;78400
53;22400
54;22400
55;157300
56;48400
57;28600
58;33600
59;121000
60;145200
61;56000
62;60500
63;123200
64;24200
65;24200
66;11200
67;48400
68;114400
69;72600
70;44800
71;84700
72;72600
73;89600
74;44800
75;112000
76;67200
77;169400
78;108900
79;108900
80;112000
81;78400
82;108900
83;143000
84;48400
85;169400
86;169400
87;56000
88;123200
89;24200
90;33600
91;171600
92;143000
93;112000
94;157300
95;112000
96;145600
97;48400
98;123200
99;169400
100;44800
101;123200
102;33600
103;108900
104;11200
105;22400
106;156800
107;156800
108;145200
109;56000
110;108900
111;22400
112;56000
113;24200
114;14300
115;42900
116;78400
117;96800
118;24200
119;157300
120;33600
121;56000
122;157300
123;108900
124;145600
125;100800
126;84700
127;157300
128;78400
129;36300
130;100800
131;72600
132;145200
133;169400
134;112000
135;24200
136;48400
137;72600
138;123200
139;112000
140;112000
141;123200
142;96800
143;133100
144;11200
145;72600
146;36300
147;22400
148;169400
149;157300
150;11200
151;67200
152;185900
153;24200
154;78400
155;11200
156;133100
157;56000
158;36300
159;44800
160;72600
161;56000
162;60500
163;128700
164;108900
165;84700
166;60500
167;22400
168;145600
169;128700
170;145600
171;200200
172;123200
173;78400
174;112000
175;96800
176;112000
177;133100
178;156800
179;84700
180;84700
181;143000
182;121000
183;112000
184;67200
185;11200
186;145600
187;89600
188;60500
189;42900
190;33600
191;133100
192;78400
193;33600
194;100800
195;67200
196;28600
197;56000
198;157300
199;71500
200;60500
201;36300
202;133100
203;12100
204;72600
205;60500
206;123200
207;60500
208;96800
209;123200
210;112000
211;24200
212;89600
213;56000
214;108900
215;84700
216;134400
217;14300
218;48400
219;36300
220;56000
221;33600
222;11200
223;134400
224;33600
225;157300
226;60500
227;48400
228;121000
229;22400
230;134400
231;78400
232;36300
233;12100
234;133100
235;72600
236;11200
237;123200
238;96800
239;56000
240;12100
241;156800
242;60500
243;145200
244;134400
245;85800
246;145600
247;156800
248;36300
249;12100
250;156800
251;89600
252;72600
253;169400
254;84700
255;156800
256;48400
257;72600
258;112000
259;112000
260;24200
261;200200
262;28600
263;78400
264;145200
265;36300
266;145200
267;157300
268;60500
269;133100
270;100100
271;96800
272;96800
273;56000
274;169400
275;96800
276;44800
277;121000
278;44800
279;169400
280;145200
281;60500
282;128700
283;96800
284;48400
285;156800
286;108900
287;143000
288;145200
289;123200
290;100100
291;22400
292;89600
293;24200
294;71500
295;78400
296;134400
297;169400
298;108900
299;14300
300;89600
301;171600
302;145200
303;145600
304;89600
305;42900
306;134400
307;72600
308;121000
309;36300
310;44800
311;169400
312;33600
313;36300
314;12100
315;57200
316;89600
317;145600
318;134400
319;44800
320;134400
321;123200
322;89600
323;121000
324;123200
325;145600
326;133100
327;207400
328;39300
329;73200
330;30600
331;183400
332;36600
333;45900
334;97600
335;170300
336;170800
337;97600
338;117900
339;183600
340;122400
341;170300
342;122000
343;24400
344;170800
345;144100
346;158600
347;122000
348;104800
349;97600
350;12200
351;104800
352;12200
353;134200
354;170800
355;170300
356;97600
357;131000
358;39300
359;39300
360;104800
361;117900
362;144100
363;170300
364;91700
365;65500
366;117900
367;109800
368;24400
369;158600
370;109800
371;48800
372;24400
373;61200
374;52400
375;78600
376;15300
377;122400
378;134200
379;157200
380;157200
381;214200
382;73200
383;134200
384;52400
385;85400
386;117900
387;144100
388;12200
389;12200
390;104800
391;15300
392;36600
393;144100
394;24400
395;78600
396;26200
397;36600
398;24400
399;104800
400;65500
401;13100
402;170300
403;36600
404;170300
405;91700
406;183400
407;78600
408;24400
409;157200
410;61000
411;13100
412;15300
413;91700
414;109800
415;36600
416;36600
417;198900
418;48800
419;97600
420;91700
421;117900
422;36600
423;131000
424;78600
425;131000
426;91700
427;78600
428;131000
429;158600
430;122000
431;26200
432;157200
433;97600
434;107100
435;12200
436;26200
437;158600
438;131000
439;170800
440;104800
441;170800
442;48800
443;183400
444;117900
445;61000
446;146400
447;97600
448;134200
449;36600
450;65500
451;131000
452;61200
453;26200
454;97600
455;157200
456;109800
457;78600
458;78600
459;183400
460;13100
461;24400
462;214200
463;36600
464;91700
465;61000
466;170300
467;183600
468;131000
469;13100
470;158600
471;48800
472;65500
473;91700
474;52400
475;73200
476;85400
477;48800
478;26200
479;170800
480;134200
481;91700
482;134200
483;48800
484;36600
485;65500
486;104800
487;104800
488;104800
489;104800
490;144100
491;122400
492;157200
493;52400
494;91700
495;144100
496;134200
497;97600
498;104800
499;137700
500;122000
501;183400
502;52400
503;91700
504;109800
505;26200
506;78600
507;97600
508;73200
509;158600
510;134200
511;117900
512;73200
513;52400
514;26200
515;131000
516;170300
517;144100
518;24400
519;73200
520;144100
521;97600
522;157200
523;134200
524;107100
525;52400
526;76500
527;157200
528;85400
529;131000
530;97600
531;85400
532;170300
533;24400
534;78600
535;134200
536;97600
537;65500
538;170800
539;107100
540;97600
541;24400
542;134200
543;85400
544;183400
545;134200
546;104800
547;12200
548;117900
549;183400
550;170300
551;122000
552;26200
553;157200
554;73200
555;39300
556;73200
557;170800
558;12200
559;131000
560;73200
561;48800
562;36600
563;134200
564;65500
565;30600
566;26200
567;157200
568;144100
569;13100
570;91800
571;168300
572;104800
573;104800
574;36600
575;91700
576;85400
577;170300
578;36600
579;158600
580;170800
581;131000
582;198900
583;24400
584;85400
585;85400
586;109800
587;15300
588;117900
589;170800
590;15300
591;144100
592;137700
593;73200
594;52400
595;146400
596;61000
597;61000
598;52400
599;26200
600;170300
601;12200
602;85400
603;48800
604;65500
605;78600
606;73200
607;39300
608;157200
609;91700
610;15300
611;85400
612;117900
613;158600
614;158600
615;13100
616;117900
617;48800
618;78600
619;78600
620;183400
621;183400
622;131000
623;73200
624;65500
625;122000
626;48800
627;48800
628;170300
629;97600
630;13100
631;170300
632;122000
633;117900
634;26200
635;13100
636;117900
637;131000
638;97600
639;48800
640;61000
641;198900
642;26200
643;24400
644;97600
645;97600
646;146400
647;15300
648;168300
649;24400
650;73200
651;170300
652;85400
653;61000
654;97600
655;97600
656;109800
657;24400
658;78600
659;61200
660;117900
661;78600
662;144100
663;117900
664;157200
665;48800
666;26200
667;76500
668;91800
669;52400
670;36600
671;107100
672;13100
673;36600
674;12200
675;39300
676;52400
677;131000
678;144100
679;144100
680;109800
681;146400
682;91800
683;26200
684;73200
685;26200
686;91700
687;91700
688;24400
689;30600
690;134200
691;61000
692;158600
693;122000
694;183400
695;61000
696;133200
697;51000
698;44400
699;155400
700;77700
701;71400
702;77700
703;88800
704;71400
705;122100
706;77700
707;155400
708;144300
709;22200
710;22200
711;142800
712;66500
713;144300
714;122100
715;77700
716;99900
717;77700
718;33300
719;99900
720;102000
721;155400
722;91800
723;44400
724;81600
725;111000
726;51000
727;111000
728;111000
729;30600
730;39900
731;61200
732;112200
733;22200
734;88800
735;88800
736;132600
737;155400
738;155400
739;44400
740;30600
741;44400
742;111000
743;55500
744;132600
745;71400
746;11100
747;122400
748;26600
749;10200
750;55500
751;132600
752;44400
753;44400
754;44400
755;55500
756;77700
757;111000
758;10200
759;44400
760;44400
761;11100
762;122400
763;112200
764;55500
765;20400
766;51000
767;11100
768;55500
769;88800
770;66600
771;20400
772;51000
773;93100
774;66600
775;39900
776;81600
777;77700
778;33300
779;122400
780;40800
781;66600
782;61200
783;44400
784;91800
785;61200
786;132600
787;30600
788;66500
789;11100
790;10200
791;53200
792;122400
793;99900
794;112200
795;51000
796;79800
797;22200
798;122400
799;22200
800;11100
801;10200
802;102000
803;51000
804;22200
805;51000
806;71400
807;81600
808;61200
809;91800
810;146300
811;40800
812;81600
813;88800
814;39900
815;102000
816;66600
817;112200
818;30600
819;33300
820;30600
821;99900
822;10200
823;66600
824;112200
825;22200
826;132600
827;30600
828;77700
829;102000
830;33300
831;122100
832;61200
833;10200
834;71400
835;44400
836;111000
837;88800
838;40800
839;111000
840;122100
841;22200
842;40800
843;53200
844;61200
845;88800
846;112200
847;11100
848;155400
849;77700
850;26600
851;144300
852;122100
853;111000
854;106400
855;30600
856;11100
857;33300
858;91800
859;44400
860;11100
861;13300
862;33300
863;53200
864;11100
865;20400
866;40800
867;81600
868;22200
869;111000
870;112200
871;112200
872;77700
873;172900
874;122100
875;40800
876;122400
877;81600
878;111000
879;71400
880;11100
881;146300
882;61200
883;88800
884;91800
885;88800
886;40800
887;81600
888;79800
889;122100
890;11100
891;55500
892;61200
893;122400
894;40800
895;71400
896;44400
897;99900
898;91800
899;44400
900;112200
901;142800
902;30600
903;33300
904;81600
905;122100
906;155400
907;71400
908;99900
909;132600
910;20400
911;81600
912;51000
913;112200
914;172900
915;142800
916;53200
917;77700
918;39900
919;102000
920;93100
921;20400
922;99900
923;122400
924;122100
925;172900
926;88800
927;112200
928;112200
929;10200
930;133200
931;51000
932;20400
933;20400
934;172900
935;10200
936;11100
937;133200
938;132600
939;144300
940;30600
941;79800
942;88800
943;99900
944;66500
945;71400
946;132600
947;20400
948;55500
949;122100
950;22200
951;11100
952;61200
953;172900
954;71400
955;44400
956;20400
957;10200
958;102000
959;10200
960;26600
961;39900
962;77700
